1.000000000000000e+001,3.031206e-008
1.002305238077900e+001,3.037566e-008
1.004615790278395e+001,3.043962e-008
1.006931668851804e+001,3.050394e-008
1.009252886076684e+001,3.056864e-008
1.011579454259898e+001,3.063370e-008
1.013911385736679e+001,3.069913e-008
1.016248692870695e+001,3.076494e-008
1.018591388054117e+001,3.083112e-008
1.020939483707680e+001,3.089768e-008
1.023292992280754e+001,3.096461e-008
1.025651926251407e+001,3.103193e-008
1.028016298126473e+001,3.109963e-008
1.030386120441616e+001,3.116771e-008
1.032761405761397e+001,3.123618e-008
1.035142166679343e+001,3.130504e-008
1.037528415818012e+001,3.137429e-008
1.039920165829058e+001,3.144393e-008
1.042317429393303e+001,3.151396e-008
1.044720219220799e+001,3.158440e-008
1.047128548050898e+001,3.165522e-008
1.049542428652321e+001,3.172645e-008
1.051961873823222e+001,3.179808e-008
1.054386896391258e+001,3.187012e-008
1.056817509213657e+001,3.194256e-008
1.059253725177288e+001,3.201541e-008
1.061695557198723e+001,3.208867e-008
1.064143018224315e+001,3.216235e-008
1.066596121230256e+001,3.223644e-008
1.069054879222656e+001,3.231094e-008
1.071519305237605e+001,3.238586e-008
1.073989412341243e+001,3.246121e-008
1.076465213629833e+001,3.253697e-008
1.078946722229827e+001,3.261316e-008
1.081433951297936e+001,3.268978e-008
1.083926914021201e+001,3.276683e-008
1.086425623617063e+001,3.284431e-008
1.088930093333431e+001,3.292222e-008
1.091440336448754e+001,3.300056e-008
1.093956366272092e+001,3.307935e-008
1.096478196143183e+001,3.315857e-008
1.099005839432519e+001,3.323824e-008
1.101539309541412e+001,3.331835e-008
1.104078619902071e+001,3.339890e-008
1.106623783977664e+001,3.347991e-008
1.109174815262398e+001,3.356137e-008
1.111731727281589e+001,3.364328e-008
1.114294533591727e+001,3.372564e-008
1.116863247780558e+001,3.380846e-008
1.119437883467149e+001,3.389174e-008
1.122018454301960e+001,3.397549e-008
1.124604973966923e+001,3.405970e-008
1.127197456175507e+001,3.414437e-008
1.129795914672795e+001,3.422951e-008
1.132400363235554e+001,3.431512e-008
1.135010815672312e+001,3.440121e-008
1.137627285823428e+001,3.448777e-008
1.140249787561165e+001,3.457481e-008
1.142878334789768e+001,3.466233e-008
1.145512941445532e+001,3.475033e-008
1.148153621496879e+001,3.483882e-008
1.150800388944432e+001,3.492779e-008
1.153453257821088e+001,3.501726e-008
1.156112242192095e+001,3.510721e-008
1.158777356155122e+001,3.519766e-008
1.161448613840339e+001,3.528861e-008
1.164126029410487e+001,3.538005e-008
1.166809617060958e+001,3.547200e-008
1.169499391019867e+001,3.556445e-008
1.172195365548126e+001,3.565741e-008
1.174897554939525e+001,3.575087e-008
1.177605973520803e+001,3.584485e-008
1.180320635651725e+001,3.593934e-008
1.183041555725160e+001,3.603434e-008
1.185768748167156e+001,3.612986e-008
1.188502227437014e+001,3.622591e-008
1.191242008027370e+001,3.632248e-008
1.193988104464268e+001,3.641957e-008
1.196740531307239e+001,3.651719e-008
1.199499303149374e+001,3.661534e-008
1.202264434617408e+001,3.671403e-008
1.205035940371792e+001,3.681325e-008
1.207813835106775e+001,3.691301e-008
1.210598133550477e+001,3.701331e-008
1.213388850464972e+001,3.711415e-008
1.216186000646363e+001,3.721554e-008
1.218989598924861e+001,3.731748e-008
1.221799660164866e+001,3.741997e-008
1.224616199265043e+001,3.752301e-008
1.227439231158401e+001,3.762661e-008
1.230268770812376e+001,3.773077e-008
1.233104833228903e+001,3.783549e-008
1.235947433444505e+001,3.794077e-008
1.238796586530363e+001,3.804662e-008
1.241652307592405e+001,3.815304e-008
1.244514611771379e+001,3.826004e-008
1.247383514242937e+001,3.836760e-008
1.250259030217714e+001,3.847575e-008
1.253141174941409e+001,3.858447e-008
1.256029963694868e+001,3.869378e-008
1.258925411794161e+001,3.880367e-008
1.261827534590664e+001,3.891416e-008
1.264736347471144e+001,3.902523e-008
1.267651865857839e+001,3.913690e-008
1.270574105208535e+001,3.924916e-008
1.273503081016655e+001,3.936202e-008
1.276438808811337e+001,3.947549e-008
1.279381304157517e+001,3.958956e-008
1.282330582656014e+001,3.970424e-008
1.285286659943608e+001,3.981952e-008
1.288249551693126e+001,3.993543e-008
1.291219273613527e+001,4.005194e-008
1.294195841449978e+001,4.016908e-008
1.297179270983948e+001,4.028684e-008
1.300169578033282e+001,4.040522e-008
1.303166778452292e+001,4.052423e-008
1.306170888131833e+001,4.064387e-008
1.309181922999399e+001,4.076415e-008
1.312199899019195e+001,4.088506e-008
1.315224832192230e+001,4.100661e-008
1.318256738556399e+001,4.112880e-008
1.321295634186567e+001,4.125164e-008
1.324341535194656e+001,4.137512e-008
1.327394457729731e+001,4.149926e-008
1.330454417978082e+001,4.162405e-008
1.333521432163315e+001,4.174950e-008
1.336595516546433e+001,4.187561e-008
1.339676687425926e+001,4.200238e-008
1.342764961137855e+001,4.212982e-008
1.345860354055939e+001,4.225792e-008
1.348962882591644e+001,4.238670e-008
1.352072563194268e+001,4.251615e-008
1.355189412351027e+001,4.264628e-008
1.358313446587145e+001,4.277710e-008
1.361444682465940e+001,4.290859e-008
1.364583136588915e+001,4.304078e-008
1.367728825595839e+001,4.317365e-008
1.370881766164844e+001,4.330722e-008
1.374041975012505e+001,4.344149e-008
1.377209468893936e+001,4.357645e-008
1.380384264602875e+001,4.371212e-008
1.383566378971771e+001,4.384850e-008
1.386755828871878e+001,4.398559e-008
1.389952631213343e+001,4.412338e-008
1.393156802945292e+001,4.426190e-008
1.396368361055927e+001,4.440113e-008
1.399587322572607e+001,4.454109e-008
1.402813704561947e+001,4.468177e-008
1.406047524129903e+001,4.482318e-008
1.409288798421864e+001,4.496533e-008
1.412537544622743e+001,4.510821e-008
1.415793779957070e+001,4.525182e-008
1.419057521689081e+001,4.539618e-008
1.422328787122808e+001,4.554129e-008
1.425607593602176e+001,4.568714e-008
1.428893958511091e+001,4.583375e-008
1.432187899273532e+001,4.598111e-008
1.435489433353644e+001,4.612924e-008
1.438798578255833e+001,4.627812e-008
1.442115351524856e+001,4.642778e-008
1.445439770745915e+001,4.657819e-008
1.448771853544749e+001,4.672939e-008
1.452111617587730e+001,4.688136e-008
1.455459080581953e+001,4.703411e-008
1.458814260275336e+001,4.718764e-008
1.462177174456705e+001,4.734196e-008
1.465547840955899e+001,4.749707e-008
1.468926277643854e+001,4.765297e-008
1.472312502432706e+001,4.780967e-008
1.475706533275881e+001,4.796717e-008
1.479108388168194e+001,4.812548e-008
1.482518085145940e+001,4.828459e-008
1.485935642286993e+001,4.844452e-008
1.489361077710901e+001,4.860526e-008
1.492794409578982e+001,4.876682e-008
1.496235656094419e+001,4.892920e-008
1.499684835502359e+001,4.909241e-008
1.503141966090008e+001,4.925645e-008
1.506607066186728e+001,4.942132e-008
1.510080154164134e+001,4.958703e-008
1.513561248436194e+001,4.975358e-008
1.517050367459322e+001,4.992098e-008
1.520547529732481e+001,5.008922e-008
1.524052753797276e+001,5.025832e-008
1.527566058238058e+001,5.042827e-008
1.531087461682015e+001,5.059908e-008
1.534616982799279e+001,5.077076e-008
1.538154640303019e+001,5.094330e-008
1.541700452949544e+001,5.111672e-008
1.545254439538398e+001,5.129101e-008
1.548816618912466e+001,5.146617e-008
1.552387009958066e+001,5.164223e-008
1.555965631605059e+001,5.181916e-008
1.559552502826938e+001,5.199700e-008
1.563147642640938e+001,5.217572e-008
1.566751070108133e+001,5.235534e-008
1.570362804333536e+001,5.253587e-008
1.573982864466203e+001,5.271730e-008
1.577611269699332e+001,5.289964e-008
1.581248039270366e+001,5.308290e-008
1.584893192461097e+001,5.326708e-008
1.588546748597762e+001,5.345218e-008
1.592208727051153e+001,5.363820e-008
1.595879147236715e+001,5.382516e-008
1.599558028614652e+001,5.401305e-008
1.603245390690024e+001,5.420188e-008
1.606941253012860e+001,5.439166e-008
1.610645635178253e+001,5.458238e-008
1.614358556826468e+001,5.477406e-008
1.618080037643048e+001,5.496668e-008
1.621810097358912e+001,5.516027e-008
1.625548755750466e+001,5.535483e-008
1.629296032639704e+001,5.555035e-008
1.633051947894316e+001,5.574685e-008
1.636816521427790e+001,5.594432e-008
1.640589773199520e+001,5.614277e-008
1.644371723214913e+001,5.634221e-008
1.648162391525489e+001,5.654264e-008
1.651961798228996e+001,5.674406e-008
1.655769963469509e+001,5.694648e-008
1.659586907437541e+001,5.714991e-008
1.663412650370150e+001,5.735434e-008
1.667247212551043e+001,5.755979e-008
1.671090614310688e+001,5.776625e-008
1.674942876026417e+001,5.797373e-008
1.678804018122540e+001,5.818224e-008
1.682674061070447e+001,5.839178e-008
1.686553025388721e+001,5.860235e-008
1.690440931643244e+001,5.881396e-008
1.694337800447308e+001,5.902661e-008
1.698243652461724e+001,5.924031e-008
1.702158508394930e+001,5.945507e-008
1.706082389003102e+001,5.967088e-008
1.710015315090266e+001,5.988775e-008
1.713957307508404e+001,6.010570e-008
1.717908387157567e+001,6.032471e-008
1.721868574985986e+001,6.054479e-008
1.725837891990182e+001,6.076596e-008
1.729816359215080e+001,6.098821e-008
1.733803997754116e+001,6.121156e-008
1.737800828749353e+001,6.143600e-008
1.741806873391592e+001,6.166154e-008
1.745822152920481e+001,6.188818e-008
1.749846688624634e+001,6.211593e-008
1.753880501841739e+001,6.234480e-008
1.757923613958670e+001,6.257478e-008
1.761976046411606e+001,6.280589e-008
1.766037820686141e+001,6.303813e-008
1.770108958317398e+001,6.327150e-008
1.774189480890142e+001,6.350601e-008
1.778279410038899e+001,6.374167e-008
1.782378767448066e+001,6.397847e-008
1.786487574852027e+001,6.421642e-008
1.790605854035270e+001,6.445553e-008
1.794733626832502e+001,6.469582e-008
1.798870915128763e+001,6.493727e-008
1.803017740859544e+001,6.517989e-008
1.807174126010902e+001,6.542368e-008
1.811340092619578e+001,6.566867e-008
1.815515662773111e+001,6.591485e-008
1.819700858609958e+001,6.616222e-008
1.823895702319613e+001,6.641078e-008
1.828100216142717e+001,6.666056e-008
1.832314422371186e+001,6.691155e-008
1.836538343348321e+001,6.716375e-008
1.840772001468930e+001,6.741717e-008
1.845015419179448e+001,6.767182e-008
1.849268618978052e+001,6.792769e-008
1.853531623414785e+001,6.818481e-008
1.857804455091672e+001,6.844317e-008
1.862087136662841e+001,6.870278e-008
1.866379690834643e+001,6.896364e-008
1.870682140365773e+001,6.922576e-008
1.874994508067391e+001,6.948914e-008
1.879316816803241e+001,6.975380e-008
1.883649089489773e+001,7.001972e-008
1.887991349096266e+001,7.028693e-008
1.892343618644948e+001,7.055543e-008
1.896705921211118e+001,7.082522e-008
1.901078279923272e+001,7.109630e-008
1.905460717963219e+001,7.136869e-008
1.909853258566210e+001,7.164239e-008
1.914255925021057e+001,7.191740e-008
1.918668740670260e+001,7.219374e-008
1.923091728910129e+001,7.247139e-008
1.927524913190907e+001,7.275038e-008
